x0,x1,x2,x3,x4
20.18105955190437,0.006463508657468663,0.6671648049635698,0.6302431592189517,15.0
16.92395695115566,0.004765092088670982,0.6037121659549486,0.25,20.39113187806866
76.46444678507333,0.002,0.7244560559456795,2.257355242564421,20.717789958708277
4.0,0.004820189640844055,1.7991425669767442,0.6567856676267397,19.957380918861908
12.080053085211947,0.0049449030039131195,0.25,0.6138556941287369,18.81859606787468
13.29093190600392,0.004455405414184484,0.5815623886517628,0.25,23.354445633147645
62.99581060586755,0.002826523251995329,6.095695505192022,0.25,19.896012991475697
12.500338868462887,0.002,0.6465904414585605,0.6155967006105021,20.82506861088595
287.7584588622637,0.21380207429393505,2.868906043705352,0.25,11120.869382001125
6.654464057441638,0.005248462149701575,1.009099148112667,0.25,16.418235062155663
4.0,0.011415477172346375,0.6938951784932601,0.5418335218851513,19.112908977749715
21.05020878338518,0.004861783891159639,2.2035520910693265,1.373678732906754,15.0
129.33489719760001,0.1858559527241092,0.24999999999999994,1.4822294162893925,58.13557956092273
11.820458638919881,0.010283629646377497,0.25,0.9768293266456539,18.67677114153826
14.761679723966397,0.0031741457476199444,5.650594205800894,0.5200930312971933,15.0
4.0,0.00820539626073929,0.6727003924617856,0.5295640974176293,21.2815995833367
4.0,0.00516640165618577,0.6323462496100777,0.6066407454799894,19.434225175407892
9.044213789770474,0.00617474568778086,0.24999999999999994,0.5394266922604165,20.745304531418743
11.008482167324157,0.005129575994280785,0.48590500568309025,0.25,20.16039366404327
15.066318594318563,0.002,0.7070125850657885,0.7128265401812952,20.055647262186614
15.015671656871618,0.004852207155230888,0.25,0.6208275798826983,20.163405517154693
4.0,0.004782126747649348,0.65387690731279,0.7056490784124738,18.55750966388157
25.838618964187756,0.004116796580358576,3.693401493401512,0.25000000000000006,17.932731394197944
16.01989918574214,0.0035651916398219,0.5984210555537465,0.25000000000000006,25.22527024649697
4.0,0.004493074007195525,0.4710515024359845,0.48979825963746465,19.011964804163274
7.279737937335591,0.004867221861323458,0.768756945414806,0.25,15.928209062641972
4.0,0.02157472326369878,0.29986237999901527,0.7583440679266026,23.233534555447953
47.87421079072736,0.028720175304022703,0.6161728859842264,0.24999999999999994,19.920404809155784
12.608602242188091,0.004102162592148841,1.7753912708534592,0.25,22.90760427320398
20.669756398406104,0.003805887129552598,0.25,0.46995717509019186,17.840481340152742
16.239565887938657,0.003007408269553803,0.25,0.7267216074226148,21.919856970503922
20.59569779160171,0.0038893779153102454,0.4492321064061696,0.25,18.7847301802246
12.786164570827385,0.0036777067435305433,0.6311617073418005,1.249340545906859,15.0
229.97036658260092,0.10683226799101016,0.35964028444750656,0.25,55.487278380143856
15.429727771478284,0.003503068886876924,0.6715013570981574,0.6733472149668859,15.0
73.92976218239096,0.004126331840145663,0.6585573485340367,0.25,25.01129155057289
14.19023790211821,0.005627632818658726,0.53128651145537,0.25,21.588571345285608
6.568839095841186,0.005124266590558357,0.25,0.643854411927653,22.41506906823417
17.80092823609802,0.002,0.5756124826062379,0.6643967626922732,36.44521243391463
11.333839517601213,0.003452418736478877,0.8701670538070125,0.25,17.42198116956829
4.0,0.005156804888651532,0.5879860243686839,0.8502990221444308,88.07180245450016
-99.0644719058983,0.002,-5.362150510433406,-2.088190400023567,-44.79522362921887
