x0,x1,x2,x3
10.030789671960548,0.000602923837649007,28.2908819549664,200.0
9.991046346861458,0.0003861591,352.1379896146767,207.87641875908926
10.009054821137086,0.0004763764596925968,1567.9276194474962,200.0
9.95,0.00042907329154833195,74.06640728619722,209.18847762453888
10.013597830979775,0.0003861591,23.13189402171464,213.58856964792884
10.422722828080868,0.0004235215922557074,11.000000000000002,209.94540079721187
10.032502562352876,0.00042094664278412134,11.0,226.1813701796624
9.95,0.0004602425303290617,75.24653640448648,208.1165051372444
9.95,0.000440694783770262,25.442201860903946,210.49669139535308
10.165449982274678,0.0007421256431342142,11.0,235.95853707279565
